I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.096,,,,,,,,-0.49,-0.205,-0.092
,-0.072,,,,,,,,-0.486,-0.178,-0.069
,-0.051,,,,,,,,-0.486,-0.146,-0.046
,-0.03,,,,,,,,-0.485,-0.116,-0.02
,-0.005,,,,,,,,-0.478,-0.089,0.008
,0.029,,,,,,,,-0.469,-0.067,0.035
,0.071,,,,,,,,-0.462,-0.048,0.059
,0.112,,,,,,,,-0.468,-0.033,0.084
,0.146,,,,,,,,-0.497,-0.018,0.112
,0.176,,,,,,,,-0.553,-0.003,0.142
,0.216,,,,,,,,-0.63,0.014,0.172
,0.272,,,,,,,,-0.713,0.036,0.204
,0.335,,,,,,,,-0.784,0.058,0.239
,0.396,,,,,,,,-0.838,0.079,0.276
,0.451,,,,,,,,-0.879,0.099,0.317
,0.505,,,,,,,,-0.917,0.122,0.36
,0.564,,,,,,,,-0.955,0.153,0.404
,0.619,,,,,,,,-0.994,0.186,0.444
,0.663,,,,,,,,-1.024,0.217,0.477
,0.697,,,,,,,,-1.033,0.25,0.505
,0.725,,,,,,,,-1.008,0.299,0.539
,0.746,,,,,,,,-0.95,0.371,0.584
,0.76,,,,,,,,-0.864,0.46,0.635
,0.766,,,,,,,,-0.765,0.557,0.686
,0.769,,,,,,,,-0.664,0.659,0.735
,0.779,,,,,,,,-0.563,0.766,0.788
,0.798,,,,,,,,-0.462,0.877,0.845
,0.816,,,,,,,,-0.357,0.985,0.9
,0.815,,,,,,,,-0.241,1.084,0.946
,0.788,,,,,,,,-0.115,1.166,0.975
,0.749,,,,,,,,0.006,1.228,0.985
,0.715,,,,,,,,0.109,1.267,0.978
,0.688,,,,,,,,0.186,1.285,0.962
,0.659,,,,,,,,0.243,1.29,0.947
,0.619,,,,,,,,0.285,1.285,0.936
,0.575,,,,,,,,0.305,1.266,0.922
,0.535,,,,,,,,0.294,1.228,0.898
,0.499,,,,,,,,0.262,1.171,0.864
,0.457,,,,,,,,0.228,1.105,0.822
,0.408,,,,,,,,0.201,1.035,0.775
,0.36,,,,,,,,0.167,0.951,0.718
,0.322,,,,,,,,0.102,0.84,0.648
,0.293,,,,,,,,0.002,0.704,0.569
,0.266,,,,,,,,-0.118,0.558,0.489
,0.238,,,,,,,,-0.235,0.422,0.417
,0.21,,,,,,,,-0.336,0.303,0.352
,0.187,,,,,,,,-0.413,0.199,0.293
,0.172,,,,,,,,-0.459,0.114,0.24
,0.16,,,,,,,,-0.472,0.056,0.196
,0.15,,,,,,,,-0.455,0.027,0.164
,0.139,,,,,,,,-0.424,0.014,0.139
,0.126,,,,,,,,-0.392,0.0,0.113
,0.113,,,,,,,,-0.365,-0.019,0.085
,0.102,,,,,,,,-0.342,-0.036,0.06
,0.093,,,,,,,,-0.317,-0.042,0.046
,0.084,,,,,,,,-0.292,-0.039,0.039
,0.073,,,,,,,,-0.266,-0.034,0.034
,0.06,,,,,,,,-0.242,-0.033,0.027
,0.046,,,,,,,,-0.22,-0.034,0.018
,0.032,,,,,,,,-0.198,-0.035,0.01
,0.019,,,,,,,,-0.179,-0.034,0.002
,0.009,,,,,,,,-0.159,-0.035,-0.005
,0.002,,,,,,,,-0.139,-0.035,-0.011
,-0.002,,,,,,,,-0.119,-0.035,-0.016
,-0.006,,,,,,,,-0.102,-0.034,-0.023
,-0.01,,,,,,,,-0.089,-0.034,-0.032
,-0.014,,,,,,,,-0.076,-0.035,-0.039
,-0.018,,,,,,,,-0.062,-0.035,-0.043
,-0.022,,,,,,,,-0.047,-0.034,-0.044
,-0.026,,,,,,,,-0.036,-0.034,-0.044
,-0.029,,,,,,,,-0.029,-0.035,-0.045
,-0.033,,,,,,,,-0.025,-0.035,-0.045
,-0.038,,,,,,,,-0.022,-0.034,-0.044
,-0.041,,,,,,,,-0.018,-0.034,-0.044
,-0.045,,,,,,,,-0.014,-0.035,-0.045
,-0.048,,,,,,,,-0.01,-0.035,-0.045
,-0.053,,,,,,,,-0.006,-0.034,-0.045
,-0.059,,,,,,,,-0.002,-0.034,-0.046
,-0.067,,,,,,,,0.001,-0.033,-0.048
,-0.074,,,,,,,,0.005,-0.034,-0.05
,-0.078,,,,,,,,0.009,-0.037,-0.051
,-0.08,,,,,,,,0.013,-0.042,-0.053
,-0.079,,,,,,,,0.016,-0.047,-0.056
,-0.079,,,,,,,,0.02,-0.049,-0.058
,-0.08,,,,,,,,0.024,-0.049,-0.059
,-0.08,,,,,,,,0.028,-0.048,-0.061
,-0.079,,,,,,,,0.032,-0.046,-0.063
,-0.079,,,,,,,,0.035,-0.044,-0.064
,-0.08,,,,,,,,0.037,-0.043,-0.064
,-0.08,,,,,,,,0.039,-0.044,-0.064
,-0.079,,,,,,,,0.041,-0.045,-0.065
,-0.079,,,,,,,,0.043,-0.045,-0.065
,-0.08,,,,,,,,0.045,-0.044,-0.064
,-0.08,,,,,,,,0.047,-0.044,-0.064
,-0.079,,,,,,,,0.049,-0.045,-0.065
,-0.079,,,,,,,,0.052,-0.045,-0.065
,-0.08,,,,,,,,0.054,-0.044,-0.064
,-0.08,,,,,,,,0.055,-0.044,-0.064
,-0.079,,,,,,,,0.054,-0.045,-0.065
,-0.079,,,,,,,,0.054,-0.045,-0.065
,-0.08,,,,,,,,0.056,-0.044,-0.064
,-0.08,,,,,,,,0.058,-0.044,-0.064
,-0.08,,,,,,,,0.06,-0.045,-0.065
,-0.079,,,,,,,,0.06,-0.045,-0.066
,-0.079,,,,,,,,0.06,-0.045,-0.068
,-0.08,,,,,,,,0.059,-0.044,-0.069
,-0.08,,,,,,,,0.059,-0.044,-0.07
,-0.079,,,,,,,,0.06,-0.045,-0.069
,-0.079,,,,,,,,0.06,-0.045,-0.069
,-0.08,,,,,,,,0.059,-0.044,-0.07
,-0.08,,,,,,,,0.06,-0.044,-0.07
,-0.079,,,,,,,,0.062,-0.045,-0.069
,-0.079,,,,,,,,0.064,-0.045,-0.069
,-0.08,,,,,,,,0.065,-0.044,-0.07
,-0.081,,,,,,,,0.065,-0.044,-0.07
,-0.079,,,,,,,,0.064,-0.045,-0.069
,-0.077,,,,,,,,0.064,-0.046,-0.069
,-0.078,,,,,,,,0.065,-0.045,-0.07
,-0.085,,,,,,,,0.065,-0.043,-0.07
,-0.096,,,,,,,,0.065,-0.042,-0.07
,-0.104,,,,,,,,0.065,-0.045,-0.07
,-0.105,,,,,,,,0.064,-0.052,-0.071
,-0.101,,,,,,,,0.064,-0.061,-0.073
,-0.098,,,,,,,,0.065,-0.067,-0.076
,-0.099,,,,,,,,0.067,-0.069,-0.077
,-0.1,,,,,,,,0.069,-0.069,-0.08
,-0.1,,,,,,,,0.07,-0.069,-0.082
,-0.099,,,,,,,,0.069,-0.07,-0.084
,-0.099,,,,,,,,0.069,-0.07,-0.085
,-0.1,,,,,,,,0.07,-0.069,-0.084
,-0.1,,,,,,,,0.07,-0.069,-0.084
,-0.098,,,,,,,,0.069,-0.07,-0.086
,-0.095,,,,,,,,0.069,-0.07,-0.088
,-0.094,,,,,,,,0.07,-0.069,-0.09
,-0.094,,,,,,,,0.07,-0.069,-0.09
,-0.095,,,,,,,,0.07,-0.07,-0.089
,-0.094,,,,,,,,0.071,-0.07,-0.089
,-0.095,,,,,,,,0.073,-0.069,-0.09
,-0.095,,,,,,,,0.075,-0.069,-0.089
,-0.094,,,,,,,,0.075,-0.07,-0.09
,-0.094,,,,,,,,0.075,-0.07,-0.09
,-0.095,,,,,,,,0.074,-0.069,-0.089
,-0.095,,,,,,,,0.074,-0.069,-0.089
,-0.094,,,,,,,,0.074,-0.069,-0.089
,-0.093,,,,,,,,0.074,-0.07,-0.09
,-0.091,,,,,,,,0.074,-0.069,-0.09
,-0.09,,,,,,,,0.075,-0.07,-0.089
,-0.089,,,,,,,,0.075,-0.072,-0.088
,-0.09,,,,,,,,0.074,-0.074,-0.089
,-0.09,,,,,,,,0.074,-0.075,-0.091
,-0.089,,,,,,,,0.075,-0.075,-0.093
,-0.089,,,,,,,,0.075,-0.075,-0.094
,-0.09,,,,,,,,0.074,-0.074,-0.095
,-0.089,,,,,,,,0.074,-0.074,-0.095
,-0.09,,,,,,,,0.075,-0.074,-0.094
,-0.09,,,,,,,,0.075,-0.074,-0.094
,-0.089,,,,,,,,0.074,-0.075,-0.095
,-0.088,,,,,,,,0.074,-0.075,-0.095
,-0.089,,,,,,,,0.075,-0.074,-0.094
,-0.094,,,,,,,,0.075,-0.074,-0.094
,-0.103,,,,,,,,0.074,-0.075,-0.095
,-0.11,,,,,,,,0.074,-0.075,-0.095
,-0.112,,,,,,,,0.075,-0.074,-0.094
,-0.11,,,,,,,,0.075,-0.074,-0.094
,-0.109,,,,,,,,0.074,-0.075,-0.095
,-0.109,,,,,,,,0.074,-0.075,-0.095
,-0.11,,,,,,,,0.075,-0.074,-0.094
,-0.11,,,,,,,,0.075,-0.074,-0.094
,-0.109,,,,,,,,0.074,-0.074,-0.095
,-0.109,,,,,,,,0.074,-0.075,-0.095
,-0.11,,,,,,,,0.075,-0.077,-0.094
,-0.11,,,,,,,,0.075,-0.079,-0.094
,-0.109,,,,,,,,0.074,-0.08,-0.095
,-0.109,,,,,,,,0.074,-0.08,-0.095
,-0.11,,,,,,,,0.075,-0.079,-0.094
,-0.11,,,,,,,,0.075,-0.079,-0.094
,-0.109,,,,,,,,0.074,-0.08,-0.095
,-0.109,,,,,,,,0.074,-0.081,-0.095
,-0.11,,,,,,,,0.075,-0.083,-0.094
,-0.11,,,,,,,,0.075,-0.085,-0.094
,-0.109,,,,,,,,0.074,-0.086,-0.095
,-0.109,,,,,,,,0.074,-0.085,-0.095
,-0.11,,,,,,,,0.075,-0.084,-0.094
,-0.11,,,,,,,,0.074,-0.084,-0.094
,-0.109,,,,,,,,0.075,-0.084,-0.094
,-0.109,,,,,,,,0.075,-0.086,-0.095
,-0.11,,,,,,,,0.075,-0.088,-0.095
,-0.109,,,,,,,,0.074,-0.089,-0.094
,-0.109,,,,,,,,0.074,-0.09,-0.094
,-0.11,,,,,,,,0.075,-0.089,-0.095
,-0.11,,,,,,,,0.075,-0.089,-0.095
,-0.109,,,,,,,,0.074,-0.09,-0.095
,-0.109,,,,,,,,0.075,-0.09,-0.095
,-0.11,,,,,,,,0.077,-0.089,-0.097
,-0.11,,,,,,,,0.079,-0.089,-0.099
,-0.109,,,,,,,,0.08,-0.09,-0.101
,-0.108,,,,,,,,0.08,-0.09,-0.103
,-0.11,,,,,,,,0.079,-0.089,-0.104
,-0.115,,,,,,,,0.079,-0.089,-0.105
,-0.119,,,,,,,,0.08,-0.089,-0.104
,-0.119,,,,,,,,0.08,-0.089,-0.104
,-0.117,,,,,,,,0.079,-0.09,-0.105
,-0.115,,,,,,,,0.079,-0.09,-0.105
,-0.114,,,,,,,,0.08,-0.089,-0.104
,-0.115,,,,,,,,0.08,-0.089,-0.104
,-0.114,,,,,,,,0.079,-0.09,-0.105
,-0.112,,,,,,,,0.079,-0.09,-0.105
,-0.109,,,,,,,,0.08,-0.089,-0.104
,-0.108,,,,,,,,0.08,-0.089,-0.104
,-0.108,,,,,,,,0.079,-0.089,-0.104
,-0.11,,,,,,,,0.079,-0.091,-0.105
,-0.116,,,,,,,,0.08,-0.095,-0.107
,-0.123,,,,,,,,0.08,-0.099,-0.109
,-0.131,,,,,,,,0.079,-0.101,-0.11
,-0.139,,,,,,,,0.079,-0.103,-0.11
,-0.146,,,,,,,,0.08,-0.105,-0.109
,-0.149,,,,,,,,0.08,-0.107,-0.109
,-0.15,,,,,,,,0.079,-0.109,-0.11
,-0.149,,,,,,,,0.079,-0.109,-0.11
,-0.15,,,,,,,,0.08,-0.109,-0.109
,-0.15,,,,,,,,0.08,-0.109,-0.109
,-0.149,,,,,,,,0.079,-0.11,-0.11
,-0.149,,,,,,,,0.079,-0.11,-0.11
,-0.15,,,,,,,,0.08,-0.11,-0.109
,-0.15,,,,,,,,0.08,-0.11,-0.109
,-0.15,,,,,,,,0.079,-0.109,-0.11
,-0.149,,,,,,,,0.079,-0.109,-0.111
,-0.149,,,,,,,,0.079,-0.109,-0.113
,-0.15,,,,,,,,0.081,-0.11,-0.114
,-0.15,,,,,,,,0.082,-0.11,-0.115
,-0.149,,,,,,,,0.084,-0.109,-0.114
,-0.149,,,,,,,,0.085,-0.109,-0.114
,-0.15,,,,,,,,0.085,-0.11,-0.115
,-0.15,,,,,,,,0.084,-0.11,-0.115
,-0.149,,,,,,,,0.082,-0.109,-0.115
,-0.149,,,,,,,,0.08,-0.109,-0.115
,-0.15,,,,,,,,0.079,-0.11,-0.114
,-0.15,,,,,,,,0.079,-0.11,-0.114
,-0.149,,,,,,,,0.08,-0.109,-0.115
,-0.149,,,,,,,,0.081,-0.109,-0.115
,-0.15,,,,,,,,0.08,-0.11,-0.115
,-0.15,,,,,,,,0.078,-0.11,-0.113
,-0.149,,,,,,,,0.076,-0.109,-0.111
,-0.15,,,,,,,,0.075,-0.11,-0.11
,-0.152,,,,,,,,0.074,-0.112,-0.109
,-0.154,,,,,,,,0.074,-0.114,-0.109
,-0.155,,,,,,,,0.075,-0.115,-0.109
,-0.155,,,,,,,,0.075,-0.115,-0.109
,-0.154,,,,,,,,0.074,-0.114,-0.11
,-0.154,,,,,,,,0.073,-0.114,-0.11
,-0.155,,,,,,,,0.071,-0.115,-0.109
,-0.155,,,,,,,,0.069,-0.115,-0.109
,-0.154,,,,,,,,0.068,-0.114,-0.11
,-0.154,,,,,,,,0.069,-0.114,-0.11
,-0.155,,,,,,,,0.07,-0.115,-0.109
,-0.155,,,,,,,,0.07,-0.115,-0.109
,-0.154,,,,,,,,0.069,-0.114,-0.11
,-0.154,,,,,,,,0.067,-0.114,-0.11
,-0.155,,,,,,,,0.065,-0.115,-0.109
,-0.155,,,,,,,,0.064,-0.115,-0.109
,-0.154,,,,,,,,0.064,-0.114,-0.11
,-0.154,,,,,,,,0.065,-0.114,-0.11
,-0.155,,,,,,,,0.066,-0.115,-0.109
,-0.155,,,,,,,,0.065,-0.114,-0.109
,-0.154,,,,,,,,0.063,-0.115,-0.11
,-0.154,,,,,,,,0.061,-0.115,-0.109
,-0.154,,,,,,,,0.059,-0.114,-0.11
,-0.155,,,,,,,,0.059,-0.114,-0.11
,-0.155,,,,,,,,0.059,-0.114,-0.11
,-0.154,,,,,,,,0.06,-0.115,-0.109
,-0.154,,,,,,,,0.061,-0.116,-0.107
,-0.155,,,,,,,,0.06,-0.115,-0.105
,-0.155,,,,,,,,0.058,-0.113,-0.104
,-0.154,,,,,,,,0.056,-0.111,-0.104
,-0.154,,,,,,,,0.055,-0.11,-0.104
,-0.155,,,,,,,,0.054,-0.109,-0.105
,-0.155,,,,,,,,0.054,-0.109,-0.105
,-0.154,,,,,,,,0.055,-0.11,-0.104
,-0.154,,,,,,,,0.055,-0.11,-0.104
,-0.155,,,,,,,,0.054,-0.109,-0.105
,-0.155,,,,,,,,0.052,-0.107,-0.105
,-0.154,,,,,,,,0.051,-0.105,-0.104
,-0.154,,,,,,,,0.05,-0.105,-0.104
,-0.155,,,,,,,,0.049,-0.105,-0.105
,-0.155,,,,,,,,0.05,-0.105,-0.105
,-0.154,,,,,,,,0.049,-0.104,-0.104
,-0.154,,,,,,,,0.049,-0.104,-0.104
,-0.155,,,,,,,,0.05,-0.105,-0.105
,-0.155,,,,,,,,0.051,-0.105,-0.105
,-0.154,,,,,,,,0.05,-0.104,-0.104
,-0.154,,,,,,,,0.046,-0.103,-0.104
,-0.155,,,,,,,,0.042,-0.101,-0.105
,-0.155,,,,,,,,0.038,-0.099,-0.105
,-0.154,,,,,,,,0.036,-0.098,-0.104
,-0.154,,,,,,,,0.035,-0.099,-0.104
,-0.155,,,,,,,,0.033,-0.1,-0.105
,-0.155,,,,,,,,0.031,-0.1,-0.105
,-0.154,,,,,,,,0.029,-0.099,-0.104
,-0.151,,,,,,,,0.027,-0.097,-0.102
,-0.145,,,,,,,,0.025,-0.095,-0.1
,-0.141,,,,,,,,0.023,-0.094,-0.098
,-0.137,,,,,,,,0.021,-0.095,-0.096
,-0.134,,,,,,,,0.019,-0.095,-0.094
,-0.132,,,,,,,,0.016,-0.094,-0.092
,-0.13,,,,,,,,0.014,-0.094,-0.09
,-0.127,,,,,,,,0.015,-0.095,-0.088
,-0.124,,,,,,,,0.017,-0.095,-0.087
,-0.12,,,,,,,,0.019,-0.095,-0.085
,-0.115,,,,,,,,0.02,-0.093,-0.082
,-0.112,,,,,,,,0.02,-0.091,-0.081
,-0.109,,,,,,,,0.019,-0.088,-0.079
,-0.107,,,,,,,,0.019,-0.087,-0.077
,-0.105,,,,,,,,0.02,-0.085,-0.075
,-0.103,,,,,,,,0.02,-0.083,-0.073
,-0.101,,,,,,,,0.019,-0.081,-0.071
,-0.099,,,,,,,,0.019,-0.079,-0.069
,-0.097,,,,,,,,0.02,-0.077,-0.067
,-0.095,,,,,,,,0.02,-0.075,-0.065
,-0.093,,,,,,,,0.019,-0.073,-0.063
,-0.091,,,,,,,,0.019,-0.071,-0.061
,-0.09,,,,,,,,0.02,-0.07,-0.059
,-0.089,,,,,,,,0.02,-0.07,-0.057
,-0.09,,,,,,,,0.019,-0.069,-0.055
,-0.089,,,,,,,,0.019,-0.069,-0.053
,-0.087,,,,,,,,0.02,-0.067,-0.051
,-0.085,,,,,,,,0.02,-0.065,-0.05
,-0.082,,,,,,,,0.019,-0.062,-0.05
,-0.08,,,,,,,,0.019,-0.06,-0.05
,-0.079,,,,,,,,0.02,-0.059,-0.049
,-0.079,,,,,,,,0.02,-0.059,-0.047
,-0.08,,,,,,,,0.019,-0.059,-0.044
,-0.079,,,,,,,,0.019,-0.059,-0.043
,-0.076,,,,,,,,0.02,-0.056,-0.041
,-0.073,,,,,,,,0.019,-0.053,-0.039
,-0.071,,,,,,,,0.02,-0.051,-0.037
,-0.069,,,,,,,,0.02,-0.049,-0.035
,-0.07,,,,,,,,0.019,-0.05,-0.033
,-0.07,,,,,,,,0.019,-0.05,-0.031
,-0.069,,,,,,,,0.02,-0.049,-0.029
,-0.064,,,,,,,,0.02,-0.047,-0.027
,-0.057,,,,,,,,0.019,-0.045,-0.025
,-0.05,,,,,,,,0.019,-0.042,-0.025
,-0.045,,,,,,,,0.02,-0.04,-0.024
,-0.039,,,,,,,,0.02,-0.039,-0.024
,-0.033,,,,,,,,0.019,-0.04,-0.022
,-0.027,,,,,,,,0.019,-0.04,-0.021
,-0.022,,,,,,,,0.02,-0.038,-0.019
,-0.019,,,,,,,,0.02,-0.036,-0.019
,-0.014,,,,,,,,0.019,-0.035,-0.019
,-0.009,,,,,,,,0.019,-0.034,-0.02
,-0.003,,,,,,,,0.019,-0.034,-0.019
,0.002,,,,,,,,0.02,-0.034,-0.02
,0.007,,,,,,,,0.02,-0.033,-0.02
,0.009,,,,,,,,0.019,-0.03,-0.019
,0.009,,,,,,,,0.019,-0.027,-0.019
,0.006,,,,,,,,0.02,-0.025,-0.02
,0.005,,,,,,,,0.02,-0.024,-0.019
,0.004,,,,,,,,0.02,-0.025,-0.017
,0.005,,,,,,,,0.02,-0.025,-0.015
,0.004,,,,,,,,0.019,-0.023,-0.014
,0.001,,,,,,,,0.019,-0.021,-0.014
,0.0,,,,,,,,0.02,-0.02,-0.015
,-0.001,,,,,,,,0.022,-0.019,-0.015
,0.0,,,,,,,,0.024,-0.019,-0.014
,0.0,,,,,,,,0.025,-0.018,-0.014
,0.001,,,,,,,,0.025,-0.016,-0.015
,0.0,,,,,,,,0.025,-0.015,-0.015
,-0.002,,,,,,,,0.024,-0.014,-0.014
,-0.004,,,,,,,,0.024,-0.014,-0.014
,-0.005,,,,,,,,0.025,-0.014,-0.015
,-0.005,,,,,,,,0.025,-0.014,-0.015
,-0.005,,,,,,,,0.024,-0.015,-0.014
,-0.006,,,,,,,,0.025,-0.015,-0.013
,-0.008,,,,,,,,0.024,-0.015,-0.011
,-0.009,,,,,,,,0.024,-0.014,-0.009
,-0.009,,,,,,,,0.025,-0.012,-0.008
,-0.01,,,,,,,,0.025,-0.01,-0.009
,-0.011,,,,,,,,0.024,-0.009,-0.01
,-0.011,,,,,,,,0.024,-0.009,-0.01
,-0.008,,,,,,,,0.025,-0.009,-0.009
,-0.002,,,,,,,,0.027,-0.009,-0.009
,0.006,,,,,,,,0.029,-0.01,-0.01
,0.016,,,,,,,,0.03,-0.01,-0.01
,0.022,,,,,,,,0.029,-0.01,-0.01
,0.025,,,,,,,,0.029,-0.009,-0.009
,0.023,,,,,,,,0.03,-0.007,-0.007
,0.02,,,,,,,,0.03,-0.005,-0.005
,0.018,,,,,,,,0.029,-0.004,-0.004
,0.019,,,,,,,,0.029,-0.004,-0.004
,0.019,,,,,,,,0.03,-0.005,-0.004
,0.02,,,,,,,,0.03,-0.004,-0.005
,0.02,,,,,,,,0.03,-0.004,-0.005
,0.019,,,,,,,,0.029,-0.005,-0.004
,0.019,,,,,,,,0.029,-0.005,-0.004
,0.02,,,,,,,,0.03,-0.004,-0.005
,0.02,,,,,,,,0.03,-0.004,-0.005
,0.019,,,,,,,,0.029,-0.005,-0.004
,0.019,,,,,,,,0.03,-0.004,-0.004
,0.017,,,,,,,,0.032,-0.002,-0.005
,0.015,,,,,,,,0.034,0.0,-0.005
,0.014,,,,,,,,0.035,0.0,-0.004
,0.014,,,,,,,,0.035,0.0,-0.004
,0.015,,,,,,,,0.034,0.0,-0.005
,0.015,,,,,,,,0.034,0.0,-0.005
,0.014,,,,,,,,0.035,0.0,-0.004
,0.014,,,,,,,,0.035,0.0,-0.004
,0.015,,,,,,,,0.034,0.0,-0.005
,0.015,,,,,,,,0.034,0.0,-0.005
,0.014,,,,,,,,0.034,0.002,-0.004
,0.014,,,,,,,,0.034,0.004,-0.004
,0.015,,,,,,,,0.035,0.005,-0.005
,0.015,,,,,,,,0.035,0.005,-0.005
,0.014,,,,,,,,0.034,0.004,-0.004
,0.013,,,,,,,,0.034,0.004,-0.004
,0.011,,,,,,,,0.035,0.005,-0.005
,0.009,,,,,,,,0.035,0.005,-0.005
,0.008,,,,,,,,0.034,0.004,-0.004
,0.009,,,,,,,,0.035,0.004,-0.004
,0.01,,,,,,,,0.036,0.005,-0.005
,0.01,,,,,,,,0.038,0.005,-0.005
,0.009,,,,,,,,0.04,0.004,-0.004
,0.009,,,,,,,,0.04,0.002,-0.004
,0.01,,,,,,,,0.039,0.0,-0.005
,0.011,,,,,,,,0.039,0.0,-0.005
,0.01,,,,,,,,0.04,0.0,-0.004
,0.009,,,,,,,,0.04,0.0,-0.004
,0.007,,,,,,,,0.039,0.0,-0.005
,0.006,,,,,,,,0.039,0.0,-0.005
,0.004,,,,,,,,0.04,0.0,-0.004
,0.004,,,,,,,,0.04,0.0,-0.004
,0.004,,,,,,,,0.04,0.0,-0.005
,0.005,,,,,,,,0.039,0.0,-0.005
,0.005,,,,,,,,0.039,0.0,-0.005
,0.004,,,,,,,,0.04,0.0,-0.004
,0.004,,,,,,,,0.04,0.0,-0.004
,0.005,,,,,,,,0.039,0.0,-0.005
,0.005,,,,,,,,0.039,0.0,-0.005
,0.004,,,,,,,,0.04,0.0,-0.004
,0.004,,,,,,,,0.04,0.0,-0.004
,0.005,,,,,,,,0.039,0.0,-0.005
,0.005,,,,,,,,0.039,0.0,-0.005
,0.003,,,,,,,,0.04,0.0,-0.004
,0.001,,,,,,,,0.04,0.0,-0.004
,0.0,,,,,,,,0.039,0.0,-0.005
,0.0,,,,,,,,0.039,0.0,-0.005
,0.0,,,,,,,,0.04,0.0,-0.004
,0.0,,,,,,,,0.04,0.0,-0.004
,0.0,,,,,,,,0.039,0.0,-0.005
,0.0,,,,,,,,0.039,0.0,-0.005
,0.0,,,,,,,,0.04,0.0,-0.004
,0.0,,,,,,,,0.04,0.0,-0.004
,0.0,,,,,,,,0.039,0.0,-0.005
,0.0,,,,,,,,0.039,0.0,-0.005
,0.0,,,,,,,,0.04,0.0,-0.004
,-0.001,,,,,,,,0.04,0.0,-0.004
,-0.003,,,,,,,,0.039,0.0,-0.004
,-0.005,,,,,,,,0.039,0.0,-0.005
,-0.006,,,,,,,,0.04,0.0,-0.007
,-0.005,,,,,,,,0.04,0.0,-0.009
,-0.004,,,,,,,,0.039,0.0,-0.01
,-0.004,,,,,,,,0.039,0.0,-0.01
,-0.005,,,,,,,,0.04,0.0,-0.009
,-0.005,,,,,,,,0.04,0.0,-0.009
,-0.004,,,,,,,,0.039,0.0,-0.01
,-0.004,,,,,,,,0.04,0.0,-0.011
,-0.005,,,,,,,,0.039,0.0,-0.013
,-0.005,,,,,,,,0.039,0.0,-0.015
,-0.004,,,,,,,,0.04,0.0,-0.016
,-0.004,,,,,,,,0.04,0.0,-0.015
,-0.006,,,,,,,,0.039,0.0,-0.014
,-0.008,,,,,,,,0.039,0.0,-0.014
,-0.009,,,,,,,,0.04,0.0,-0.015
,-0.01,,,,,,,,0.04,0.0,-0.016
,-0.01,,,,,,,,0.04,0.0,-0.018
,-0.009,,,,,,,,0.039,0.0,-0.02
,-0.009,,,,,,,,0.037,0.0,-0.021
,-0.01,,,,,,,,0.035,0.0,-0.02
,-0.009,,,,,,,,0.033,0.0,-0.019
,-0.01,,,,,,,,0.031,-0.002,-0.019
,-0.01,,,,,,,,0.029,-0.005,-0.02
,-0.009,,,,,,,,0.027,-0.008,-0.022
,-0.009,,,,,,,,0.025,-0.009,-0.024
,-0.011,,,,,,,,0.023,-0.01,-0.025
,-0.013,,,,,,,,0.021,-0.009,-0.025
,-0.014,,,,,,,,0.02,-0.01,-0.024
,-0.015,,,,,,,,0.019,-0.012,-0.023
,-0.014,,,,,,,,0.02,-0.014,-0.024
,-0.014,,,,,,,,0.019,-0.014,-0.026
,-0.015,,,,,,,,0.017,-0.014,-0.028
,-0.015,,,,,,,,0.015,-0.014,-0.029
,-0.014,,,,,,,,0.012,-0.015,-0.03
,-0.014,,,,,,,,0.01,-0.018,-0.03
,-0.015,,,,,,,,0.009,-0.021,-0.029
,-0.015,,,,,,,,0.007,-0.024,-0.029
,-0.014,,,,,,,,0.004,-0.025,-0.03
,-0.013,,,,,,,,0.002,-0.025,-0.031
,-0.014,,,,,,,,0.0,-0.025,-0.033
,-0.016,,,,,,,,0.0,-0.025,-0.035
,-0.019,,,,,,,,0.0,-0.027,-0.036
,-0.024,,,,,,,,0.0,-0.029,-0.035
,-0.029,,,,,,,,-0.001,-0.031,-0.034
,-0.033,,,,,,,,-0.003,-0.031,-0.034
,-0.034,,,,,,,,-0.005,-0.029,-0.035
,-0.033,,,,,,,,-0.005,-0.027,-0.037
,-0.03,,,,,,,,-0.004,-0.025,-0.039
,-0.028,,,,,,,,-0.004,-0.023,-0.039
,-0.029,,,,,,,,-0.004,-0.023,-0.04
,-0.03,,,,,,,,-0.005,-0.025,-0.04
,-0.031,,,,,,,,-0.007,-0.031,-0.039
,-0.03,,,,,,,,-0.009,-0.038,-0.039
,-0.028,,,,,,,,-0.01,-0.042,-0.04
,-0.026,,,,,,,,-0.01,-0.043,-0.04
,-0.024,,,,,,,,-0.01,-0.045,-0.039
,-0.024,,,,,,,,-0.009,-0.047,-0.038
,-0.024,,,,,,,,-0.009,-0.049,-0.036
,-0.025,,,,,,,,-0.009,-0.049,-0.034
,-0.025,,,,,,,,-0.009,-0.047,-0.034
,-0.024,,,,,,,,-0.01,-0.044,-0.035
,-0.024,,,,,,,,-0.011,-0.043,-0.035
,-0.025,,,,,,,,-0.013,-0.044,-0.034
,-0.024,,,,,,,,-0.014,-0.044,-0.034
,-0.022,,,,,,,,-0.015,-0.045,-0.035
,-0.02,,,,,,,,-0.015,-0.045,-0.035
,-0.019,,,,,,,,-0.014,-0.045,-0.034
,-0.019,,,,,,,,-0.014,-0.045,-0.034
